NrId,DistrictId,Property_Name,Other_Name,CountyId,AtlasIndex,Keywords,Longitude,Latitude,County,Address,City,Date_Listed,Reference_Number,Multiple_Property_Name,Date_To_SBR,Vicinity,Status,StatusL,Date_Removed,Notes,Date_To_Nps,Date_Notified,Local_Sig,State_Sig,National_Sig,Atlas_Number,Significance,Criteria,Style,Period,Resource_type,ResourceL,Architect,District,MpsId,NpsId,HasFiles,HasImages,HasMapLocation
69,,Archer County Courthouse and Jail,,5,2000000000000069,,,,Archer,Public Sq. and Sycamore and Pecan Sts.,Archer City,12/23/1977 00:00:00,77001424,,,False,1,Listed,,To SBR in 1970,05/23/1977 00:00:00,,False,True,False,2077001424,"Engineering, Architecture",C (design/architecture),Romanesque,"1900-1924, 1875-1899",B,"Building  ","Dawson,A.N.",,,,True,False,True
70,,J A Ranch,,6,2000000000000070,,,,Armstrong,Palo Duro Canyon,Palo Duro,10/15/1966 00:00:00,66000807,,,False,4,NHL,,NHL 12.19.60,,,False,False,True,2066000807,Commerce,B (significant persons),None Listed,1875-1899,D,"District  ","Goodnight,Charles",,,,True,True,False
71,52,Palo Duro Pen,41AM5,6,2000000000000071,,,,Armstrong,Address Restricted,Claude,07/12/1984 00:00:00,84001568,New Mexican Pastor Sites in Texas Panhandle TR,,False,1,Listed,,,05/22/1984 00:00:00,,False,True,False,2084001568,Archeology - Historic Non-Aboriginal,D (information potential/archeology,,1875-1899,S,"Site      ",,New Mexican Pastor Sites in Texas Panhandle TR,52,64000848,False,False,False
72,52,Palo Duro Shelter,41AM6,6,2000000000000072,,,,Armstrong,Address Restricted,Claude,07/12/1984 00:00:00,84001569,New Mexican Pastor Sites in Texas Panhandle TR,,False,1,Listed,,,05/22/1984 00:00:00,,False,True,False,2084001569,"Archeology - Historic Non-Aboriginal, Agriculture","A (historic events), D (information potential/archeology",,1875-1899,S,"Site      ",,New Mexican Pastor Sites in Texas Panhandle TR,52,64000848,False,False,False
73,,Atascosa County Courthouse,,7,2000000000000073,,,,Atascosa,Circle Dr.,Jourdanton,12/30/1997 00:00:00,97001598,,11/08/1997 00:00:00,False,1,Listed,,,11/21/1997 00:00:00,,False,True,False,2097001598,"Politics/Government, Architecture","A (historic events), C (design/architecture)",Mission/Spanish Revival,"1900-1924, 1925-1949",B,"Building  ","Phelps, Henry T.; Jones, Gordon, Construction Co.",,,,True,False,True
74,,"Korus, Jahn, Farmstead",,7,2000000000000074,,,,Atascosa,US-281 at Farm-to-Market Rd. 536,Leming,07/15/1998 00:00:00,98000876,,02/14/1998 00:00:00,False,1,Listed,,,06/11/1998 00:00:00,,True,False,False,2098000876,"Agriculture, Architecture, Ethnic Heritage - European, Exploration/Settlement","A (historic events), C (design/architecture)","Other, Queen Anne, None Listed","1850-1874, 1875-1899, 1900-1924, 1925-1949",B,"Building  ",,,,,True,False,False
75,,Allens Creek Ossuary Site,41AU36,8,2000000000000075,,,,Austin,Address Restricted,Wallis,03/21/1975 00:00:00,75001946,,03/06/1975 00:00:00,False,1,Listed,,,03/13/1975 00:00:00,,False,False,True,2075001946,"Archeology - Prehistoric, Religion","A (historic events), D (information potential/archeology",None Listed,,S,"Site      ",,,,,True,False,False
76,,Austin County Jail,,8,2000000000000076,,,,Austin,36 S. Bell St.,Bellville,11/12/1980 00:00:00,80004074,,06/09/1979 00:00:00,False,1,Listed,,,09/10/1980 00:00:00,,True,False,False,2080004074,Architecture,C (design/architecture),Romanesque,1875-1899,B,"Building  ","Hull,F.B.; Hull,W.S.",,,,True,False,True
77,12,Church of the Guardian Angel,,8,2000000000000077,,,,Austin,5614 Demel St.,Wallis,06/21/1983 00:00:00,83003074,Churches with Decorative Interior Painting TR,05/02/1981 00:00:00,False,1,Listed,,,04/18/1983 00:00:00,,False,True,False,2083003074,"Art, Architecture, Religion","A (historic events), C (design/architecture)",Gothic Revival,1900-1924,B,"Building  ","Dielman,Leo; Bunch,Mr.",Churches with Decorative Interior Painting TR,12,64000835,True,False,True
78,,Old Masonic Hall,,8,2000000000000078,,,,Austin,15 N. Masonic St.,Bellville,08/14/1986 00:00:00,86001611,,04/25/1986 00:00:00,False,1,Listed,,,07/09/1986 00:00:00,,True,False,False,2086001611,Social History,A (historic events),None Listed,"1875-1899, 1925-1949",B,"Building  ","Stopple,J.J.",,,,True,True,True
79,,Roesler House,,8,2000000000000079,,,,Austin,W of Nelsonville on TX 159,Nelsonville,05/10/1984 00:00:00,84001570,,05/02/1981 00:00:00,False,1,Listed,,,04/03/1984 00:00:00,,True,False,False,2084001570,"Exploration/Settlement, Architecture","A (historic events), C (design/architecture)",,1875-1899,B,"Building  ","Roesler,F. A.",,,,True,True,True
80,12,Wesley Brethren Church,,8,2000000000000080,,,,Austin,S of Wesley,Wesley,01/18/1979 00:00:00,79002910,Churches with Decorative Interior Painting TR,04/20/1978 00:00:00,False,1,Listed,,,12/01/1978 00:00:00,,True,False,False,2079002910,"Art, Architecture, Religion","A (historic events), C (design/architecture)",None Listed,"1875-1899, 1850-1874",B,"Building  ",,Churches with Decorative Interior Painting TR,12,64000835,True,False,True
81,,Witte-Schmid House,,8,2000000000000081,,,,Austin,"Off Schoenau, near jct. with Eckermann",Shelby,12/08/1997 00:00:00,97001531,,09/28/1996 00:00:00,False,1,Listed,,,10/30/1997 00:00:00,,True,False,False,2097001531,Architecture,C (design/architecture),Other,1850-1874,B,"Building  ",,,,,True,False,True
82,,Bandera County Courthouse and Jail,,10,2000000000000082,,,,Bandera,"Public Sq., 12th and Maple Sts.",Bandera,10/31/1979 00:00:00,79002911,,,False,1,Listed,,SBR,08/28/1979 00:00:00,,True,False,False,2079002911,Architecture,C (design/architecture),Renaissance,"1875-1899, 1850-1874",B,"Building  ","Trester,B.F.; Giles,Alfred",,,,True,True,True
83,,Jureczki House,,10,2000000000000083,,,,Bandera,607 Cypress St.,Bandera,01/11/1980 00:00:00,80004075,,05/29/1975 00:00:00,False,1,Listed,,,09/27/1979 00:00:00,,True,False,False,2080004075,"Exploration/Settlement, Architecture","C (design/architecture), B (significant persons)",Other,1875-1899,B,"Building  ",Unknown,,,,True,False,True
84,,Allen-Bell House,,11,2000000000000084,,,,Bastrop,1408 Church St.,Bastrop,01/25/1971 00:00:00,71000919,,,False,1,Listed,,,10/20/1970 00:00:00,,True,False,False,2071000919,Architecture,C (design/architecture),"Greek Revival, Other",1850-1874,B,"Building  ",Unknown,,,,True,False,True
85,38,"Baron, August, House ",,11,2000000000000085,,,,Bastrop,1707 Pecan,Bastrop,12/22/1978 00:00:00,78003277,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003277,Social History,B (significant persons),"Greek Revival, Other",1850-1874,B,"Building  ",Unknown,"Historic and Architectural Resources of Bastrop ",38,64000828,True,True,True
86,38,"Bastain-Haralson, Ed, House ",,11,2000000000000086,,,,Bastrop,1006 Chestnut,Bastrop,12/22/1978 00:00:00,78003350,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,False,True,False,2078003350,Architecture,C (design/architecture),"Late Victorian, Other",1850-1874,B,"Building  ","Bastain,Ed","Historic and Architectural Resources of Bastrop ",38,64000828,True,False,True
87,38,"Bastrop Commercial District ",,11,2000000000000087,,,,Bastrop,"Roughly bounded by Church, Water, Spring, and Walnut Sts.",Bastrop,12/22/1978 00:00:00,78003262,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003262,"Commerce, Architecture, Social History","A (historic events), C (design/architecture)","Late Victorian, Other","1900-1924, 1875-1899, 1850-1874",B,"Building  ",Multiple,"Historic and Architectural Resources of Bastrop ",38,64000828,True,True,False
88,38,"Bastrop County Courthouse and Jail Complex ",,11,2000000000000088,,,,Bastrop,"Bounded by Pine, Walnut, Pecan, and Water Sts.",Bastrop,11/20/1975 00:00:00,75001947,"Historic and Architectural Resources of Bastrop ",03/06/1975 00:00:00,False,1,Listed,,,09/17/1975 00:00:00,,False,True,False,2075001947,Architecture,C (design/architecture),"Classical Revival, Other",1875-1899,B,"Building  ","J.W. Preston & Sons; Martin,Byrnes,& Johnston","Historic and Architectural Resources of Bastrop ",38,64000828,True,True,True
89,,Bastrop State Park,,11,2000000000000089,,,,Bastrop,"East of Bastrop, bet. TX 21 & 71",Bastrop,09/25/1997 00:00:00,97001242,,,False,4,NHL,,NHL 09.25.97,,,False,False,True,2097001242,"Landscape Architecture, Architecture, Conservation, Politics/Government, Community Planning and Develpment","A (historic events), C (design/architecture)","Bungalow/Craftsman, Other",1925-1949,D,"District  ","Maier, Herbert et al.; Henry, A.R. et al.",,,,True,False,False
90,38,"Batts, Judge R., House ",,11,2000000000000090,,,,Bastrop,609 Pecan,Bastrop,12/22/1978 00:00:00,78003336,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003336,"Law, Architecture","C (design/architecture), B (significant persons)","Greek Revival, Other",1850-1874,B,"Building  ","Roark,J.W.","Historic and Architectural Resources of Bastrop ",38,64000828,True,False,True
91,38,"Brannon, S. L., House ",,11,2000000000000091,,,,Bastrop,1301 Main,Bastrop,12/22/1978 00:00:00,78003264,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003264,Social History,"C (design/architecture), B (significant persons)","Late Victorian, Other",1900-1924,B,"Building  ",Unknown,"Historic and Architectural Resources of Bastrop ",38,64000828,True,True,True
92,38,"Brieger, R. J., House ",,11,2000000000000092,,,,Bastrop,1508 Hill,Bastrop,12/22/1978 00:00:00,78003278,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003278,Architecture,C (design/architecture),"Late Victorian, Other",1900-1924,B,"Building  ",Unknown,"Historic and Architectural Resources of Bastrop ",38,64000828,True,False,True
93,38,"Brooks, Jennie, House ",,11,2000000000000093,,,,Bastrop,1009 Walnut,Bastrop,12/22/1978 00:00:00,78003317,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003317,Ethnic Heritage - Black,A (historic events),"Greek Revival, Other",1875-1899,B,"Building  ",Unknown,"Historic and Architectural Resources of Bastrop ",38,64000828,True,False,True
94,38,"Brooks-Wilbarger House ",,11,2000000000000094,,,,Bastrop,1403 Main St.,Bastrop,12/22/1978 00:00:00,78003269,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003269,"Exploration/Settlement, Architecture","C (design/architecture), B (significant persons)",Greek Revival,1825-1849,B,"Building  ",Unknown,"Historic and Architectural Resources of Bastrop ",38,64000828,True,True,True
95,38,"Buchanan, J. C., House ",,11,2000000000000095,,,,Bastrop,1010 Pecan,Bastrop,12/22/1978 00:00:00,78003326,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003326,Architecture,C (design/architecture),"Classical Revival, Other",1900-1924,B,"Building  ",Unknown,"Historic and Architectural Resources of Bastrop ",38,64000828,True,False,True
96,38,"Casino Hall ",,11,2000000000000096,,,,Bastrop,NE corner of Farm and Fayette,Bastrop,12/22/1978 00:00:00,78003291,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003291,"Architecture, Social History","A (historic events), C (design/architecture)",None Listed,1825-1849,B,"Building  ","Jung,Alf","Historic and Architectural Resources of Bastrop ",38,64000828,True,True,True
97,38,"Colorado River Bridge at Bastrop ",,11,2000000000000097,,,,Bastrop,SR 150 over the Colorado R.,Bastrop,07/19/1990 00:00:00,90001031,"Historic and Architectural Resources of Bastrop ",05/05/1990 00:00:00,False,1,Listed,,,05/29/1990 00:00:00,,True,False,False,2090001031,"Engineering, Transportation","A (historic events), C (design/architecture)",Other,"1900-1924, 1925-1949",S,"Site      ","Schiller,R.E.; Wickline,G.G.","Historic and Architectural Resources of Bastrop ",38,64000828,True,True,True
98,38,"Combs, H. B., House ",,11,2000000000000098,,,,Bastrop,1208 Church,Bastrop,12/22/1978 00:00:00,78003294,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003294,Architecture,C (design/architecture),"Classical Revival, Other",1900-1924,B,"Building  ",Unknown,"Historic and Architectural Resources of Bastrop ",38,64000828,True,True,True
99,38,"Cornelsum, John, House ",,11,2000000000000099,,,,Bastrop,702 Main,Bastrop,12/22/1978 00:00:00,78003301,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003301,"Architecture, Social History","A (historic events), C (design/architecture)","Greek Revival, Other",1850-1874,B,"Building  ","Cornelsum,J.","Historic and Architectural Resources of Bastrop ",38,64000828,True,True,True
100,38,"Crocheron-McDowall House ",,11,2000000000000100,,,,Bastrop,1502 Wilson St.,Bastrop,04/20/1978 00:00:00,78003357,"Historic and Architectural Resources of Bastrop ",10/29/1976 00:00:00,False,1,Listed,,,11/16/1977 00:00:00,,True,False,False,2078003357,Architecture,C (design/architecture),Greek Revival,1850-1874,B,"Building  ",Unknown,"Historic and Architectural Resources of Bastrop ",38,64000828,True,False,True
101,38,"Crysup, J. T., House ",,11,2000000000000101,,,,Bastrop,1607 Main,Bastrop,12/22/1978 00:00:00,78003274,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003274,Social History,B (significant persons),Prairie School,1900-1924,B,"Building  ",Unknown,"Historic and Architectural Resources of Bastrop ",38,64000828,True,False,True
102,38,"Davis, George W., House ",,11,2000000000000102,,,,Bastrop,1010 Chestnut,Bastrop,12/22/1978 00:00:00,78003343,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003343,Architecture,C (design/architecture),"Late Victorian, Other",1875-1899,B,"Building  ",Unknown,"Historic and Architectural Resources of Bastrop ",38,64000828,True,False,True
103,38,"Dawson House ",,11,2000000000000103,,,,Bastrop,1002 Chestnut,Bastrop,12/22/1978 00:00:00,78003351,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003351,Architecture,C (design/architecture),"Late Victorian, Other",1900-1924,B,"Building  ",Unknown,"Historic and Architectural Resources of Bastrop ",38,64000828,True,False,True
104,38,"Duval, Mary, House ",,11,2000000000000104,,,,Bastrop,1502 Pecan,Bastrop,12/22/1978 00:00:00,78003268,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003268,Architecture,C (design/architecture),"Late Victorian, Other","1900-1924, 1875-1899",B,"Building  ",Unknown,"Historic and Architectural Resources of Bastrop ",38,64000828,True,False,True
105,,Elgin Commercial Historic District,,11,2000000000000105,,,,Bastrop,"Roughly, along Main St., Ave. C, Central and Depot Aves. and 1st and 2nd Sts.",Elgin,02/16/1996 00:00:00,96000024,,11/18/1995 00:00:00,False,1,Listed,,To SBR on 03/28/1992 - postponed,12/13/1995 00:00:00,,True,False,False,2096000024,"Commerce, Architecture","C (design/architecture), A (historic events)","Classical Revival, Italianate","1925-1949, 1900-1924, 1875-1899, 1850-1874",D,"District  ",,,,,True,True,False
106,38,"Elzner House ",,11,2000000000000106,,,,Bastrop,800 Main,Bastrop,12/22/1978 00:00:00,78003302,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003302,"Architecture, Social History","C (design/architecture), B (significant persons)","Late Victorian, Other","1900-1924, 1875-1899",B,"Building  ","Elzner,P.O.","Historic and Architectural Resources of Bastrop ",38,64000828,True,True,True
107,38,"Elzner, August, House ",,11,2000000000000107,,,,Bastrop,1701 Main,Bastrop,12/22/1978 00:00:00,78003273,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003273,Architecture,C (design/architecture),"Classical Revival, Other",1900-1924,B,"Building  ","Pfeiffer,G.P.","Historic and Architectural Resources of Bastrop ",38,64000828,True,True,True
108,38,"Elzner, Prince, House ",,11,2000000000000108,,,,Bastrop,1303 Pecan,Bastrop,12/22/1978 00:00:00,78003283,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003283,Architecture,C (design/architecture),"Late Victorian, Other",1900-1924,B,"Building  ","Carpenter,Robert","Historic and Architectural Resources of Bastrop ",38,64000828,True,True,True
109,38,"Erhard House ",,11,2000000000000109,,,,Bastrop,907 Cedar,Bastrop,12/22/1978 00:00:00,78003280,"Historic and Architectural Resources of Bastrop ",08/02/1977 00:00:00,False,1,Listed,,,12/13/1977 00:00:00,,True,False,False,2078003280,Social History,A (historic events),Greek Revival,1875-1899,B,"Building  ","Erhard,Chester","Historic and Architectural Resources of Bastrop ",38,64000828,True,False,True
